Posizione,Interprete,Canzone,anno,Autori,Tematiche,Pos
13º,Simona Molinari con Peter Cincotti,La felicità,2013,"S. Molinari, M. Vultaggio, P. Cincotti e C. Avarello",['felicità'],13
14º,Almamegretta,Mamma non lo sa,2013,"G. Della Volpe, P. Polcari e G. Tesone","['mamma', 'sa']",14
1º,Arisa,Controvento,2014,G. Anastasi,['controvento'],1
2º,Raphael Gualazzi & The Bloody Beetroots,Liberi o no,2014,"R. Gualazzi, B. Rifo, L. Beccafichi",['liberi'],2
3º,Renzo Rubino,Ora,2014,"R. Rubino, A. Rodini",['ora'],3
4º,Francesco Renga,Vivendo adesso,2014,E. Toffoli,"['vivendo', 'adesso']",4
5º,Noemi,Bagnati dal sole,2014,"Noemi, C. Ailin, R. Frenneaux","['bagnati', 'sole']",5
6º,Perturbazione,L'unica,2014,"T. Cerasuolo, G. Giancursi, R. Lo Mele, A. Baracco, E. Diana, C. Lo Mele",['unica'],6
7º,Cristiano De André,Il cielo è vuoto,2014,"D. Mancino, C. De André, D. Faini","['cielo', 'vuoto']",7
8º,Frankie hi-nrg mc,Pedala,2014,"F. Di Gesú, C. Galbignani, L. Beccafichi",['pedala'],8
9º,Giusy Ferreri,Ti porto a cena con me,2014,"R. Casalino, D. Faini","['porto', 'cena']",9
10º,Francesco Sarcina,Nel tuo sorriso,2014,F. Sarcina,['sorriso'],10
11º,Giuliano Palma,Così lontano,2014,"N. Zilli, M. Ciappelli, A. Flora",['lontano'],11
12º,Antonella Ruggiero,Da lontano,2014,"A. Ruggiero, A. Graziano, A. Rossi, R. Colombo",['lontano'],12
13º,Ron,Sing in the rain,2014,"Ron, M. Del Forno","['sing', 'the', 'rain']",13
1º,Il Volo,Grande amore,2015,F. Boccia e C. Esposito,['amore'],1
2º,Nek,Fatti avanti amore,2015,"Nek, L. Chiaravalli, A. Bonomo e G. Fazio","['fatti', 'avanti', 'amore']",2
3º,Malika Ayane,Adesso e qui (nostalgico presente),2015,"M. Ayane, Pacifico, G. Caccamo e A. Flora","['adesso', 'nostalgico', 'presente']",3
4º,Annalisa,Una finestra tra le stelle,2015,F. Silvestre,"['finestra', 'stelle']",4
5º,Chiara,Straordinario,2015,E. Meta e G. Pollex,['straordinario'],5
6º,Marco Masini,Che giorno è,2015,"M. Masini, F. Camba e D. Coro",['giorno'],6
7º,Dear Jack,Il mondo esplode tranne noi,2015,P. Romitelli e D. Simonetta,"['mondo', 'esplode', 'tranne']",7
8º,Gianluca Grignani,Sogni infranti,2015,G. Grignani,"['sogni', 'infranti']",8
9º,Nina Zilli,Sola,2015,N. Zilli,['sola'],9
10º,Lorenzo Fragola,Siamo uguali,2015,"L. Fragola, Fedez e F. Cogliati","['siamo', 'uguali']",10
11º,Alex Britti,Un attimo importante,2015,A. Britti,"['attimo', 'importante']",11
12º,Irene Grandi,Un vento senza nome,2015,I. Grandi e S. Lanza,"['vento', 'nome']",12
13º,Nesli,Buona fortuna amore,2015,Nesli e Brando,"['buona', 'fortuna', 'amore']",13
14º,Bianca Atzei,Il solo al mondo,2015,F. Silvestre,['mondo'],14
15º,Moreno,Oggi ti parlo così,2015,"M. Donadoni, R. Casalino, M. Dagani, A. Erba e M. Zangirolami","['oggi', 'parlo']",15
16º,Grazia Di Michele e Mauro Coruzzi,Io sono una finestra,2015,G. Di Michele e R. Petrangeli,['finestra'],16
1º,Stadio,Un giorno mi dirai,2016,"S. Grandi, G. Curreri e L. Chiaravalli","['giorno', 'dirai']",1
2º,Francesca Michielin,Nessun grado di separazione,2016,"F. Michielin, F. Abbate, Cheope e F. Gargiulo","['nessun', 'grado', 'separazione']",2
3º,Giovanni Caccamo e Deborah Iurato,Via da qui,2016,G. Sangiorgi,['via'],3
4º,Enrico Ruggeri,Il primo amore non si scorda mai,2016,E. Ruggeri,"['primo', 'amore', 'scorda']",4
5º,Lorenzo Fragola,Infinite volte,2016,"L. Fragola, A. Filippelli, F. Ferraguzzo, R. L. Di Benedetto e R. Canale","['infinite', 'volte']",5
6º,Patty Pravo,Cieli immensi,2016,F. Zampaglione,"['cieli', 'immensi']",6
7º,Clementino,Quando sono lontano,2016,"C. Maccaro, K. Scherer e V. Stein",['lontano'],7
8º,Noemi,La borsa di una donna,2016,"M. Masini, M. Adami e A. Iammarino","['borsa', 'donna']",8
9º,Rocco Hunt,Wake Up,2016,"R. Pagliarulo, S. Benussi e V. Catanzaro","['wake', 'up']",9
10º,Arisa,Guardando il cielo,2016,G. Anastasi,"['guardando', 'cielo']",10
11º,Annalisa,Il diluvio universale,2016,D. Calvetti e A. Scarrone,"['diluvio', 'universale']",11
12º,Elio e le Storie Tese,Vincere l'odio,2016,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani","['vincere', 'odio']",12
13º,Valerio Scanu,Finalmente piove,2016,F. Moro,"['finalmente', 'piove']",13
14º,Alessio Bernabei,Noi siamo infinito,2016,"R. Casalino, I. Amatucci, e D. Faini","['siamo', 'infinito']",14
15º,Dolcenera,Ora o mai più (le cose cambiano),2016,Dolcenera e Finaz,"['ora', 'cose', 'cambiano']",15
16º,Irene Fornaciari,Blu,2016,"G. Dati, I. Fornaciari, M. Fontana e D. Calvetti",['blu'],16
1º,Francesco Gabbani,Occidentali's Karma,2017,"F. Ilacqua, F. Gabbani e L. Chiaravalli","['occidentali', 's', 'karma']",1
2º,Fiorella Mannoia,Che sia benedetta,2017,Amara e S. Mineo,"['sia', 'benedetta']",2
3º,Ermal Meta,Vietato morire,2017,E. Meta,"['vietato', 'morire']",3
4º,Michele Bravi,Il diario degli errori,2017,"Cheope, F. Abbate e G. Anastasi","['diario', 'errori']",4
5º,Paola Turci,Fatti bella per te,2017,"G. Anania, L. Chiaravalli, D. Simonetta e P. Turci",['fatti'],5
6º,Sergio Sylvestre,Con te,2017,"Giorgia Todrani, S. Sylvestre e S. Maiuolo",[],6
7º,Fabrizio Moro,Portami via,2017,F. Mobrici e R. Cardelli,"['portami', 'via']",7
8º,Elodie,Tutta colpa mia,2017,"E. Marrone, O. Angiuli, G. Pollex e F. Cianciola","['tutta', 'colpa']",8
9º,Bianca Atzei,Ora esisti solo tu,2017,F. Silvestre,"['ora', 'esisti']",9
10º,Samuel,Vedrai,2017,"Samuel, C. Rigano e R. Onori",['vedrai'],10
11º,Michele Zarrillo,Mani nelle mani,2017,M. Zarrillo e G. Artegiani,"['mani', 'mani']",11
12º,Lodovica Comello,Il cielo non mi basta,2017,"A. Di Martino, F. Abbate, D. Faini e F. Ferraguzzo","['cielo', 'basta']",12
13º,Marco Masini,Spostato di un secondo,2017,"M. Masini, Zibba e D. Calvetti","['spostato', 'secondo']",13
14º,Chiara,Nessun posto è casa mia,2017,N. Verrienti e C. Verrienti,"['nessun', 'posto', 'casa']",14
15º,Alessio Bernabei,Nel mezzo di un applauso,2017,"R. Casalino, Dardust e V. Casagrande","['mezzo', 'applauso']",15
16º,Clementino,Ragazzi fuori,2017,"C. Maccaro, F. Rizzo, P. M. Lombroni Capalbo e S. Tognini","['ragazzi', 'fuori']",16
1º,Ermal Meta e Fabrizio Moro,Non mi avete fatto niente,2018,"E. Meta, F. Mobrici e A. Febo","['avete', 'fatto']",1
2º,Lo Stato Sociale,Una vita in vacanza,2018,"A. Cazzola, F. Draicchio, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli","['vita', 'vacanza']",2
3º,Annalisa,Il mondo prima di te,2018,"Annalisa, D. Simonetta e A. Raina","['mondo', 'prima']",3
4º,Ron,Almeno pensami,2018,L. Dalla,"['almeno', 'pensami']",4
5º,Ornella Vanoni con Bungaro e Pacifico,Imparare ad amarsi,2018,"Bungaro, Pacifico, C. Chiodo e A. Fresa","['imparare', 'ad', 'amarsi']",5
6°,Max Gazzè,La leggenda di Cristalda e Pizzomunno,2018,"F. Gazzè, M. Gazzè e F. De Benedittis","['leggenda', 'cristalda', 'pizzomunno']",6
7º,Luca Barbarossa,Passame er sale,2018,L. Barbarossa,"['passame', 'er', 'sale']",7
8º,Diodato e Roy Paci,Adesso,2018,A. Diodato,['adesso'],8
9º,The Kolors,"Frida (mai, mai, mai)",2018,"D. Petrella, Dardust, A. Raina e Stash",['frida'],9
10º,Giovanni Caccamo,Eterno,2018,G. Caccamo e Cheope,['eterno'],10
11º,Le Vibrazioni,Così sbagliato,2018,"F. Sarcina, L. Chiaravalli, A. Bonomo e D. Simonetta",['sbagliato'],11
12º,Enzo Avitabile con Peppe Servillo,Il coraggio di ogni giorno,2018,V. Avitabile e Pacifico,"['coraggio', 'ogni', 'giorno']",12
13º,Renzo Rubino,Custodire,2018,R. Rubino,['custodire'],13
14º,Noemi,Non smettere mai di cercarmi,2018,"M. Pelan, Noemi, D. Calvetti e F. De Martino","['smettere', 'cercarmi']",14
15º,Red Canzian,Ognuno ha il suo racconto,2018,M. Porru e R. Canzian,"['ha', 'racconto']",15
16º,Decibel,Lettera dal Duca,2018,"E. Ruggeri, F. Muzio e S. Capeccia","['lettera', 'duca']",16
17º,Nina Zilli,Senza appartenere,2018,"G. Angi, A. Iammarino e N. Zilli",['appartenere'],17
18º,Roby Facchinetti e Riccardo Fogli,Il segreto del tempo,2018,Pacifico e R. Facchinetti,"['segreto', 'tempo']",18
19º,Mario Biondi,Rivederti,2018,"M. Biondi, G. Furnari e D. Fisicaro",['rivederti'],19
20º,Elio e le Storie Tese,Arrivedorci,2018,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani",['arrivedorci'],20
1º,Mahmood,Soldi,2019,Mahmood,['soldi'],1
2º,Ultimo,I tuoi particolari,2019,Ultimo,['particolari'],2
3º,Il Volo,Musica che resta,2019,"G. Nannini, E. Munda, P. Romitelli, P. Mammaro e A. Carozza","['musica', 'resta']",3
4º,Loredana Bertè,Cosa ti aspetti da me,2019,"G. Curreri, G. Pulli e P. Romitelli",['aspetti'],4
5º,Simone Cristicchi,Abbi cura di me,2019,"S. Cristicchi, N. Brunialti e G. Ortenzi","['abbi', 'cura']",5
6º,Daniele Silvestri,Argentovivo,2019,"D. Silvestri, T. Iurcich, F. Rondanini e M. Agnelli",['argentovivo'],6
7º,Irama,La ragazza con il cuore di latta,2019,"Irama, G. Colonnelli, A. Debernardi e G. Nenna","['ragazza', 'cuore', 'latta']",7
8º,Arisa,Mi sento bene,2019,"M. Buzzanca, L. Vizzini, R. Pippa e A. Flora","['sento', 'bene']",8
9º,Achille Lauro,Rolls Royce,2019,"A. Lauro, D. Petrella, D. Dezi, D. Mungai e Boss Doms","['rolls', 'royce']",9
10º,Enrico Nigiotti,Nonno Hollywood,2019,E. Nigiotti,"['nonno', 'hollywood']",10
11º,Boomdabash,Per un milione,2019,"F. Abbate, R. Pagliarulo, A. Rapetti, A. Cisternino, A. Merli e F. Clemente",['milione'],11
12º,Ghemon,Rose viola,2019,Ghemon e Zef,"['rose', 'viola']",12
13º,Ex-Otago,Solo una canzone,2019,"M. Carucci, S. Bertuccini, F. Bacci, O. Martellacci e R. Bouchabla",['canzone'],13
14º,Motta,Dov'è l'Italia,2019,F. Motta,"['dov', 'italia']",14
15º,Francesco Renga,Aspetto che torni,2019,"Bungaro, F. Renga, C. Chiodo, Rakele e G. Runco","['aspetto', 'torni']",15
16º,Paola Turci,L'ultimo ostacolo,2019,"P. Turci, L. Chiaravalli, S. Marletta ed E. Roberts","['ultimo', 'ostacolo']",16
17º,The Zen Circus,L'amore è una dittatura,2019,"A. Appino, G. P. Cuccuru e M. Schiavelli","['amore', 'dittatura']",17
18º,Federica Carta e Shade,Senza farlo apposta,2019,"Shade, J. Ettorre, Jaro","['farlo', 'apposta']",18
19º,Nek,Mi farò trovare pronto,2019,"Nek, P. Antonacci e L. Chiaravalli","['farò', 'trovare', 'pronto']",19
20º,Negrita,I ragazzi stanno bene,2019,"P. Bruni, C. Petricich, E. Salvi, F. Barbacci, L. Cilembrini e G. Gagliano","['ragazzi', 'stanno', 'bene']",20
21º,Patty Pravo con Briga,Un po' come la vita,2019,"M. Rettani, D. Calvetti, Zibba, Briga e L. Leonori","['po', 'vita']",21
22º,Anna Tatangelo,Le nostre anime di notte,2019,L. Vizzini,"['anime', 'notte']",22
23º,Einar,Parole nuove,2019,"A. Maiello, E. Palmosi e N. Marotta","['parole', 'nuove']",23
24º,Nino D'Angelo e Livio Cori,Un'altra luce,2019,"L. Cori, N. D'Angelo, F. Fogliano, M. Dagani, G. Fracchiolla",['luce'],24
1º,Diodato,Fai rumore,2020,Diodato e E. Roberts,"['fai', 'rumore']",1
2º,Francesco Gabbani,Viceversa,2020,F. Gabbani e Pacifico,['viceversa'],2
3º,Pinguini Tattici Nucleari,Ringo Starr,2020,R. Zanotti,"['ringo', 'starr']",3
4º,Le Vibrazioni,Dov'è,2020,"R. Casalino, D. Simonetta e F. Sarcina",['dov'],4
5º,Piero Pelù,Gigante,2020,P. Pelù e L. Chiaravalli,['gigante'],5
6º,Tosca,Ho amato tutto,2020,P. Cantarelli,['amato'],6
7º,Elodie,Andromeda,2020,Mahmood e Dardust,['andromeda'],7
8º,Achille Lauro,Me ne frego,2020,"A. Lauro, D. Petrella, D. Dezi, D. Mungai, M. Ciceroni ed E. Manozzi",['frego'],8
9º,Irene Grandi,Finalmente io,2020,"V. Rossi, R. Casini, A. Righi e G. Curreri",['finalmente'],9
10º,Rancore,Eden,2020,Rancore e Dardust,['eden'],10
11º,Raphael Gualazzi,Carioca,2020,"R. Gualazzi, D. Petrella e D. Pavanello",['carioca'],11
12º,Levante,Tikibombom,2020,Levante,['tikibombom'],12
13º,Anastasio,Rosso di rabbia,2020,"Anastasio, L. Serventi, M. Azara e S. Tartaglini","['rosso', 'rabbia']",13
14º,Alberto Urso,Il sole ad est,2020,P. Romitelli e G. Pulli,"['sole', 'ad', 'est']",14
15º,Marco Masini,Il confronto,2020,"M. Masini, F. Camba e D. Coro",['confronto'],15
16º,Paolo Jannacci,Voglio parlarti adesso,2020,"A. Bonomo, P. Jannacci, E. Bassi e M. Bassi","['parlarti', 'adesso']",16
17º,Rita Pavone,Niente (Resilienza 74),2020,G. Merk,"['resilienza', '74']",17
18º,Michele Zarrillo,Nell'estasi o nel fango,2020,V. Parisse e M. Zarrillo,"['nell', 'estasi', 'fango']",18
19º,Enrico Nigiotti,Baciami adesso,2020,E. Nigiotti,"['baciami', 'adesso']",19
20º,Giordana Angi,Come mia madre,2020,G. Angi e M. Finotti,['madre'],20
21º,Elettra Lamborghini,Musica (e il resto scompare),2020,M. Canova Iorfida e D. Petrella,"['musica', 'resto', 'scompare']",21
22º,Junior Cally,No grazie,2020,"J. Cally, J. Ettorre, F. Mercuri, G. Cremona, E. Maimone e L. Grillotti",['grazie'],22
23º,Riki,Lo sappiamo entrambi,2020,R. Marcuzzo e R. Scirè,"['sappiamo', 'entrambi']",23
1º,Måneskin,Zitti e buoni,2021,"D. David, T. Raggi, V. De Angelis e E. Torchio","['zitti', 'buoni']",1
2º,Francesca Michielin e Fedez,Chiamami per nome,2021,"F. Michielin, Fedez, J. D'Amico, A. Mahmoud, A. Raina e D. Simonetta","['chiamami', 'nome']",2
3º,Ermal Meta,Un milione di cose da dirti,2021,E. Meta e R. Cardelli,"['milione', 'cose', 'dirti']",3
4º,Colapesce Dimartino,Musica leggerissima,2021,Colapesce e DiMartino,"['musica', 'leggerissima']",4
5º,Irama[20],La genesi del tuo colore,2021,"Irama, Dardust e G. Nenna","['genesi', 'colore']",5
6º,Willie Peyote,Mai dire mai (la locura),2021,"W. Peyote, C. Cavalieri D'Oro, D. Bestonzo e G. Petrelli","['dire', 'locura']",6
7º,Annalisa,Dieci,2021,"Annalisa, D. Simonetta, P. Antonacci e J. D'Amico",['dieci'],7
8º,Madame,Voce,2021,"Madame, Dardust e E. Botta",['voce'],8
9º,Orietta Berti,Quando ti sei innamorato,2021,"F. Boccia, C. Esposito e M. Rettani",['innamorato'],9
10º,Arisa,Potevi fare di più,2021,G. D'Alessio,"['potevi', 'fare']",10
11º,La Rappresentante di Lista,Amare,2021,"V. Lucchesi, D. Mangiaracina, Dardust e R. Cammarata",['amare'],11
12º,Extraliscio feat. Davide Toffolo,Bianca luce nera,2021,"M. Mariani, Pacifico e E. Sgarbi","['bianca', 'luce', 'nera']",12
13º,Lo Stato Sociale,Combat pop,2021,"A. Cazzola, F. Draicchio, J. Ettorre, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli","['combat', 'pop']",13
14º,Noemi,Glicine,2021,"Tattroli[22], G. Lubrano, D. Faini e F. Fugazza",['glicine'],14
15º,Malika Ayane,Ti piaci così,2021,"M. Ayane, Pacifico, A. Flora e R. Rampino",['piaci'],15
16º,Fulminacci,Santa Marinella,2021,Fulminacci,"['santa', 'marinella']",16
17º,Max Gazzè,Il farmacista,2021,"F. Gazzè, M. Gazzè e F. De Benedittis",['farmacista'],17
18º,Fasma,Parlami,2021,Fasma e L. Zammarano,['parlami'],18
19º,Gaia,Cuore amaro,2021,"Gaia, J. Ettorre, G. Spedicato e D. Dezi","['cuore', 'amaro']",19
20º,Coma_Cose,Fiamme negli occhi,2021,"F. Zanardelli, F. Mesiano, F. Dalè e C. Frigerio","['fiamme', 'occhi']",20
21º,Ghemon,Momento perfetto,2021,"Ghemon, S. Privitera, G. Seccia e D. Raciti","['momento', 'perfetto']",21
22º,Francesco Renga,Quando trovo te,2021,"F. Renga, R. Casalino e Dardust",['trovo'],22
23º,Gio Evan,Arnica,2021,G. Evan e F. Catitti,['arnica'],23
24º,Bugo,E invece sì,2021,"Bugo, A. Bonomo e S. Bertolotti","['invece', 'sì']",24
25º,Aiello,Ora,2021,Aiello,['ora'],25
26º,Random,Torno a te,2021,Random e Zenit,['torno'],26
1º,Mahmood e Blanco,Brividi,2022,"Mahmood, Blanco e Michelangelo",['brividi'],1
2º,Elisa,O forse sei tu,2022,Elisa e D. Petrella,['forse'],2
3º,Gianni Morandi,Apri tutte le porte,2022,L. Jovanotti e R. Onori,"['apri', 'porte']",3
4º,Irama,Ovunque sarai,2022,"Irama, G. Nenna, Shablo, V. L. Faraone e G. Colonnelli","['ovunque', 'sarai']",4
5º,Sangiovanni,Farfalle,2022,"Sangiovanni, A. La Cava e S. Tognini",['farfalle'],5
6º,Emma,Ogni volta è così,2022,"D. Petrella, Emma e D. Faini","['ogni', 'volta']",6
7º,La Rappresentante di Lista,Ciao ciao,2022,"V. Lucchesi, D. Mangiaracina, R. Calabrese, R. Cammarata, C. Drago e S. Privitera",[],7
8º,Massimo Ranieri,Lettera di là dal mare,2022,F. Ilacqua,"['lettera', 'là', 'mare']",8
9º,Dargen D'Amico,Dove si balla,2022,"D. D'Amico, E. Roberts, G. Fazio e A. Bonomo","['dove', 'balla']",9
10º,Michele Bravi,Inverno dei fiori,2022,"A. A. Vella, M. Bravi, Cheope, F. Catitti e F. Abbate","['inverno', 'fiori']",10
11º,Matteo Romano,Virale,2022,"M. Romano, A. La Cava, F. Rossi e D. Faini",['virale'],11
12º,Fabrizio Moro,Sei tu,2022,F. Mobrici e R. Cardelli,[],12
13º,AKA 7even,Perfetta così,2022,"AKA 7even, V. Colella, M. E. Kleinschmidt, G. Vizzi e R. L. Patriarca",['perfetta'],13
14º,Achille Lauro con Harlem Gospel Choir,Domenica,2022,"A. Lauro, S. P. Manzari, D. Petrella, M. Ciceroni, M. Cutolo e G. Calculli",['domenica'],14
15º,Noemi,Ti amo non lo so dire,2022,"A. La Cava, Mahmood e D. Faini","['amo', 'so', 'dire']",15
16º,Ditonellapiaga e Rettore,Chimica,2022,"Ditonellapiaga, Rettore, A. Casagni, B. Ventura, E. Castroni e V. Smordoni",['chimica'],16
17º,Rkomi,Insuperabile,2022,"Rkomi, A. La Cava e F. Catitti",['insuperabile'],17
18º,Iva Zanicchi,Voglio amarti,2022,"E. Di Stefano, V. Mercurio, I. Ianne e C. Valli",['amarti'],18
19º,Giovanni Truppi,"Tuo padre, mia madre, Lucia",2022,"G. Truppi, N. Contessa, Pacifico, M. Buccelli e G. Pallotti","['padre', 'madre', 'lucia']",19
20º,Highsnob e Hu,Abbi cura di te,2022,"Highsnob, Hu, A. Moroni, F. De Marco e F. Musumeci","['abbi', 'cura']",20
21º,Yuman,Ora e qui,2022,"T. Di Giulio, F. Cataldo e Yuman",['ora'],21
22º,Le Vibrazioni,Tantissimo,2022,"R. Casalino, F. Sarcina e N. Verrienti",['tantissimo'],22
23º,Giusy Ferreri,Miele,2022,"D. Petrella, F. Abbate, F. Clemente e A. Merli",['miele'],23
24º,Ana Mena,Duecentomila ore,2022,"R. Hunt, F. Abbate e S. Tognini","['duecentomila', 'ore']",24
25º,Tananai,Sesso occasionale,2022,"Tananai, D. Simonetta, P. Antonacci e A. Raina","['sesso', 'occasionale']",25
1º,Marco Mengoni,Due vite,2023,"M. Mengoni, D. Petrella e D. Simonetta",['vite'],1
2º,Lazza,Cenere,2023,"Lazza, D. Petrella e Dardust",['cenere'],2
3º,Mr. Rain,Supereroi,2023,"Mr. Rain, F. Abbate e L. Vizzini",['supereroi'],3
4º,Ultimo,Alba,2023,Ultimo,['alba'],4
5º,Tananai,Tango,2023,"Tananai, P. Antonacci, A. Raina e D. Simonetta",['tango'],5
6º,Giorgia,Parole dette male,2023,"A. Bianco, F. Roccati, M. Dagani e M. M. G. Fracchiolla","['parole', 'dette', 'male']",6
7º,Madame,Il bene nel male,2023,"Madame, N. Biasin e I. Sinigaglia","['bene', 'male']",7
8º,Rosa Chemical,Made in Italy,2023,"Rosa Chemical, P. Antonacci, O. Inglese e D. Simonetta","['made', 'italy']",8
9º,Elodie,Due,2023,"Elodie, F. Abbate, J. Ettorre e F. Catitti",[],9
10º,Colapesce Dimartino,Splash,2023,Colapesce e Dimartino,['splash'],10
11º,Modà,Lasciami,2023,F. Silvestre e E. Palmosi,['lasciami'],11
12º,Gianluca Grignani,Quando ti manca il fiato,2023,G. Grignani ed E. Melozzi,"['manca', 'fiato']",12
13º,Coma_Cose,L'addio,2023,"F. Zanardelli, F. Mesiano, F. Dalè e C. Frigerio",['addio'],13
14º,Ariete,Mare di guai,2023,"Ariete, Calcutta, Dardust e V. Centrella","['mare', 'guai']",14
15º,LDA,Se poi domani,2023,"LDA, F. D'Alessio e A. Caiazza","['poi', 'domani']",15
16º,Articolo 31,Un bel viaggio,2023,"J-Ax, Grido, F. Abbate, DJ Jad, Wlady, A. Colangelo e D. Silvestri","['bel', 'viaggio']",16
17º,Paola & Chiara,Furore,2023,"J. Ettorre, A. La Cava, P. Iezzi, C. Iezzi, F. Mercuri, G. Cremona, L. Grillotti ed E. Maimone",['furore'],17
18º,Leo Gassmann,Terzo cuore,2023,"R. Zanotti, L. Gassmann, G. Pesenti e M. Paganelli","['terzo', 'cuore']",18
19º,Mara Sattei,Duemilaminuti,2023,"D. David, D. Mattei ed E. Brun",['duemilaminuti'],19
20º,Colla Zio,Non mi va,2023,"T. Bernasconi, T. Manzoni, A. Arminio, A. Malatesta, F. Lamperti e G. Pesenti",['va'],20
21º,Cugini di Campagna,Lettera 22,2023,"V. Lucchesi, D. Mangiaracina e F. Gargiulo","['lettera', '22']",21
22º,Gianmaria,Mostro,2023,"Gianmaria, G. Manilardi, V. Petrozzino, A. Filippelli e V. Centrella",['mostro'],22
23º,Levante,Vivo,2023,Levante,['vivo'],23
24º,Olly,Polvere,2023,"Olly, E. Lovito e J. Boverod",['polvere'],24
25º,Anna Oxa,Sali (canto dell'anima),2023,"A. Oxa, F. Bianconi, Kaballà e F. Zanotti","['sali', 'canto', 'dell', 'anima']",25
26º,Will,Stupido,2023,"Will, S. Cremonini e A. Pugliese",['stupido'],26
27º,Shari,Egoista,2023,"Shari, M. Pisciottu, L. Fenudi e R. Puddu",['egoista'],27
28º,Sethu,Cause perse,2023,M. De Lauri e G. De Lauri,"['cause', 'perse']",28
